ResponseID,Control_1,Control_2_1,Control_2_2,NeedforStructure_1,NeedforStructure_2,NeedforStructure_3,NeedforStructure_4,NeedforStructure_5,NeedforStructure_6,NeedforStructure_7,NeedforStructure_8,NeedforStructure_9,NeedforStructure_10,NeedforStructure_11,NeedforStructure_12,Att_Part1,Att_Part2,PolOrientation,RepDem,Condition,Dem_General_Q1,Dem_General_Q2,Dem_General_Q4,Dem_General_Q5,Dem_General_Q6,Dem_Age,Dem_Gender,Dem_Citizen,Dem_Ethnic,Dem_Race,Dem_MidEast,Dem_US,Dem_YearsInUS,Dem_News,Att_Q1,Att_Q2,Att_Q3,Att_Q4,Att_Q5,Rep_General_Q1,Rep_General_Q2,Rep_General_Q4,Rep_General_Q5,Rep_General_Q6,NeedforStructure,ScenarioGenScore,PolIdentStrength,NeedforStructure_3Recode,NeedforStructure_5Recode,NeedforStructure_7Recode,NeedforStructure_11Recode,ScenarioGen_Q1,ScenarioGen_Q2,ScenarioGen_Q4,ScenarioGen_Q5,ScenarioGen_Q6,ConditionNum
R_2QxmsddX8giJe7K,6,6,2,2,2,6,4,6,3,5,2,2,4,6,3, ,yes,3,1,Consistent, , , , , ,30,1,1,2,6,2,1,30,4,1,1,1,1,2,6,2,3,5,5,2.583333333,0.606855058,5,2,2,3,2,6,6,3,5,5,1
R_2Qy77GE1EdCnxUL,5,5,4,6,6,5,6,3,6,3,3,6,6,3,5, ,Yes,7,2,Consistent,6,1,6,6,5,56,2,1,2,6,2,1,56,6,1,1,1,2,2, , , , , ,5.166666667,1.200400997,7,3,5,5,5,6,7,6,6,5,1
R_2QYa8zsJo2cESLI,5,5,2,6,6,4,6,2,5,3,5,6,6,2,7, ,yes,3,1,Inconsistent,3,5,3,3,3,34,2,1,2,6,2,1,34,5,1,1,1,1,2, , , , , ,5.666666667,-0.625923669,5,4,6,5,6,3,3,3,3,3,0
R_2qyheBGplpM8u9g,5,6,1,7,6,5,6,3,5,5,3,5,3,5,6, ,Yes,6,2,Inconsistent, , , , , ,35,2,1,2,5,2,1,35,6,1,1,1,1,2,3,5,4,3,4,4.583333333,-0.376938397,6,3,5,3,3,3,3,4,3,4,0
R_2QYWxj6JP9YT9Zc,2,2,6,7,7,2,7,1,7,2,6,7,6,3,7, ,yes,5,2,Inconsistent, , , , , ,30,1,1,2,2,2,1,30,6,1,1,1,1,2,5,6,4,2,2,6.5,-0.683117124,5,6,7,6,5,5,2,4,2,2,0
R_2R1wUevFfdVTX30,5,6,2,2,1,4,6,2,6,5,2,2,6,2,6, ,yes,1,2,Inconsistent, , , , , ,33,1,1,2,6,2,1,33,4,1,1,1,1,2,5,4,4,3,3,4.166666667,-0.170196302,1,4,6,3,6,5,4,4,3,3,0
R_2R9WbVb7kuP1Ysj,4,2,6,6,6,6,5,2,5,2,5,2,6,2,6, ,yes,6,2,Consistent,7,2,7,6,6,55,2,1,2,6,2,1,55,7,1,1,1,1,2, , , , , ,5.083333333,1.436498613,6,2,6,6,6,7,6,7,6,6,1
R_2RagA1Z9ScRnTWu,3,2,6,7,4,5,4,5,3,3,1,7,5,5,5, ,yes,7,2,Consistent,6,4,6,6,6,22,1,1,2,5,2,1,22,3,1,1,1,1,2, , , , , ,4.166666667,0.967883589,7,3,3,5,3,6,4,6,6,6,1
R_2rCazQObmCUHsy2,4,5,3,2,2,7,7,3,5,3,3,7,6,5,7, ,yes,7,2,Consistent,5,6,7,5,5,29,2,1,2,5,2,1,29,4,1,1,1,1,2, , , , , ,4.416666667,0.458153001,7,1,5,5,3,5,2,7,5,5,1
R_2rCkcfrZ2E52JA7,5,5,3,5,5,5,6,2,5,3,4,4,4,3,5, ,yes,6,2,Consistent,6,5,7,6,5,64,2,1,2,6,2,1,64,5,2,1,1,1,2, , , , , ,4.75,0.822303498,6,3,6,5,5,6,3,7,6,5,1
R_2rGgIbAMr8Shwmt,6,6,1,5,6,5,5,5,5,2,2,7,7,4,6, ,yes,7,2,Inconsistent, , , , , ,68,2,1,2,6,2,1,68,7,1,1,1,1,2,1,1,1,1,3,4.916666667,-0.843629718,7,3,3,6,4,1,7,1,1,3,0
R_2rI5MglHRHzFRhd,5,5,3,6,7,2,7,2,6,1,4,7,7,2,5, ,yes,5,2,Inconsistent, , , , , ,25,1,1,2,6,2,1,25,6,1,1,1,1,2,1,1,1,1,1,6.166666667,-1.115395056,5,6,6,7,6,1,7,1,1,1,0
R_2rIxNCa8w3WIPXU,5,7,1,5,6,5,6,4,5,1,5,3,6,3,5, ,yes,5,2,Consistent,7,3,6,6,6,44,1,1,2,5,2,1,44,6,1,1,1,1,2, , , , , ,5,1.200595984,5,3,4,7,5,7,5,6,6,6,1
R_2rJaXFRDcDRQbmJ,6,6,1,1,2,7,7,6,7,7,7,1,7,7,1, ,yes,1,1,Inconsistent,6,7,6,1,1,43,1,1,2,6,2,1,44,7,1,1,1,1,2, , , , , ,3.166666667,-0.737120345,7,1,2,1,1,6,1,6,1,1,0
R_2rORZjFAIrT3rQ9,7,6,1,6,7,1,6,1,7,7,7,7,7,1,7, ,yes,1,1,Inconsistent,1,7,7,6,6,32,2,1,2,6,2,1,32,7,1,1,1,1,2, , , , , ,6.333333333,0.163024269,7,7,7,1,7,1,1,7,6,6,0
R_2rPb5IXXBVOh6Q4,5,5,3,6,6,2,4,2,6,2,5,6,4,2,6, ,yes,4,2,Inconsistent, , , , , ,35,1,1,2,6,2,1,35,5,1,1,1,1,2,5,5,5,4,4,5.583333333,0.087427048,4,6,6,6,6,5,3,5,4,4,0
R_2rSpfNA7FJraOJ0,5,6,3,6,6,3,6,2,5,4,5,5,5,4,5, ,yes,6,2,Inconsistent, , , , , ,28,2,1,2,6,2,2,28,4,1,1,1,1,2,3,5,3,3,4,5.166666667,-0.490041001,6,5,6,4,4,3,3,3,3,4,0
R_2S1ftkb7fq2P2g9,5,4,4,7,7,5,6,2,3,4,7,7,6,2,7, ,yes,6,2,Inconsistent, , , , , ,50,1,1,2,2,2,1,36,5,1,1,1,1,2,7,7,6,5,5,5.75,0.44207511,6,3,6,4,6,7,1,6,5,5,0
R_2S3oQGpGM6ct0jh,5,5,2,7,7,5,6,2,7,5,5,7,7,1,7, ,yes,5,3, , , , , , ,27,3,1,2,6,2,1,27,5,1,1,1,1,2,5,6,5,4,4,6, , ,3,6,3,7, , , , , , 
R_2s6d9OBCmR4fmro,5,5,3,5,5,2,6,1,6,2,6,3,6,6,5, ,yes,1,1,Inconsistent,4,3,3,2,3,70,2,1,2,6,2,1,70,6,1,1,1,1,2, , , , , ,5.25,-0.401849352,7,6,7,6,2,4,5,3,2,3,0
R_2s6ffUQfnaauRDU,5,2,6,6,7,2,5,1,5,5,7,6,4,3,7, ,yes,7,2,Inconsistent, , , , , ,39,2,1,2,6,2,1,39,6,1,1,1,2,2,6,6,4,4,4,5.666666667,-0.038563212,7,6,7,3,5,6,2,4,4,4,0
R_2S6yGFOXYVtFflm,5,5,3,6,7,5,5,2,6,4,5,6,4,3,6, ,yes,6,2,Inconsistent, , , , , ,23,2,1,2,5,2,1,23,4,1,1,1,1,1,3,3,3,2,3,5.25,-0.511761721,6,3,6,4,5,3,5,3,2,3,0
R_2SBUglyPeximEYO,4,4,4,4,3,3,4,5,2,4,4,3,2,4,6, ,yes,7,2,Inconsistent, , , , , ,27,1,1,1,5,2,1,27,7,1,1,1,1,2,4,5,4,3,3,3.666666667,-0.402908697,7,5,3,4,4,4,3,4,3,3,0
R_2SeGvuGdwKLdf9O,6,6,2,6,7,5,7,2,7,2,7,7,7,6,6, ,yes,1,1,Consistent, , , , , ,59,1,1,1,6,2,1,59,7,1,1,1,1,2,6,5,7,6,6,5.916666667,0.958186167,7,3,6,6,2,6,3,7,6,6,1
R_2SjHHiu8uXMWR9m,7,6,2,5,2,7,5,6,3,5,3,4,5,6,2, ,yes,5,3, , , , , , ,25,1,1,2,5,2,1,25,5,1,1,1,2,2,7,3,7,5,5,3.083333333, , ,1,2,3,2, , , , , , 
R_2SjpjW2rXJ8Ae0f,4,3,3,3,2,6,3,6,3,3,3,2,3,6,2, ,yes,3,1,Consistent, , , , , ,29,1,1,2,6,2,1,29,5,1,1,1,1,2,3,5,4,3,3,2.666666667,-0.512821066,5,2,2,5,2,3,3,4,3,3,1
R_2SkKBOVJDTklyig,5,4,4,6,7,2,7,1,7,1,7,6,7,2,7, ,yes,5,2,Inconsistent, , , , , ,54,2,1,2,6,2,1,54,7,1,1,1,1,2,1,1,1,1,3,6.666666667,-0.843629718,5,6,7,7,6,1,7,1,1,3,0
R_2SkUIUHn3g7S4it,7,7,1,6,7,2,7,1,7,1,7,6,7,2,6, ,yes,1,1,Consistent, , , , , ,37,2,1,2,6,2,1,37,7,1,1,1,1,2,7,1,7,6,6,6.583333333,1.559298639,7,6,7,7,6,7,7,7,6,6,1
R_2So7fU6iFMiZAJU,5,6,3,7,7,5,6,2,6,5,3,5,6,3,6, ,yes,4,1,Consistent, , , , , ,38,2,1,2,6,2,1,38,5,1,1,1,1,2,5,3,5,5,4,5.25,0.464465202,4,3,6,3,5,5,5,5,5,4,1
R_2sQNUodD8UpvGZ3,5,6,4,5,6,5,4,6,4,6,5,6,6,4,6, ,yes,6,2,Inconsistent, , , , , ,25,2,1,3,6,2,1,25,3,1,1,1,1,2,5,6,5,4,3,4.416666667,-0.171255647,6,3,2,2,4,5,2,5,4,3,0
R_2sWRKnFySo7h6wo,5,6,2,6,6,2,6,2,6,6,5,6,6,3,6, ,yes,3,1,Consistent, , , , , ,30,1,1,2,6,2,1,30,6,1,1,1,1,2,6,2,5,5,5,5.5,0.833060265,5,6,6,2,5,6,6,5,5,5,1
R_2sX4ISCBgpqRo2Z,5,6,2,7,7,2,6,1,6,2,6,7,6,1,7, ,yes,3,1,Inconsistent,3,5,4,3,2,43,1,1,2,6,2,1,43,5,1,1,1,1,2, , , , , ,6.5,-0.648703735,5,6,7,6,7,3,3,4,3,2,0
R_2t069N771rxt5cL,5,5,2,6,6,3,6,2,6,2,6,6,7,2,6, ,yes,3,2,Consistent,6,2,6,5,5,28,2,1,2,6,2,1,28,5,1,1,1,1,2, , , , , ,6,0.946162869,3,5,6,6,6,6,6,6,5,5,1
R_2t68I9Y4KzbTHXo,5,5,2,5,4,2,6,1,6,2,3,6,5,3,4, ,yes,3,1,Consistent, , , , , ,42,2,1,2,6,2,1,42,4,1,1,1,1,2,5,3,6,5,5,5.25,0.713450474,5,6,7,6,5,5,5,6,5,5,1
R_2t6giz83x1Y9zHo,7,7,5,3,3,3,4,4,3,2,2,3,3,3,3,7, ,7,2,Consistent,7,6,7,5,6,22,1,1,1,5,1,1,22,7,1,2,1,1,1, , , , , ,3.666666667,0.813860408,7,5,4,6,5,7,2,7,5,6,1
R_2ta1etJG3VnPUjI,6,5,3,5,6,2,4,5,5,5,2,4,4,5,4, ,Yes,3,1,Inconsistent,3,3,3,4,4,35,1,1,2,6,2,1,35,5,1,1,1,1,2, , , , , ,4.083333333,-0.113002847,5,6,3,3,3,3,5,3,4,4,0
R_2TA9G6H1gj9wCP0,7,7,3,6,6,4,5,4,5,5,5,6,5,5,5, ,yes,4,1,Consistent, , , , , ,31,1,1,2,6,2,1,31,1,1,1,1,1,2,7,7,7,6,6,4.75,0.822498485,4,4,4,3,3,7,1,7,6,6,1
R_2tceRMQZGalt6na,5,5,4,5,6,5,6,5,6,6,5,5,6,6,6, ,yes,4,2,Consistent,5,4,5,3,5,25,2,1,1,6,1,1,23,5,1,1,1,1,2, , , , , ,4.583333333,0.214671639,4,3,3,2,2,5,4,5,3,5,1
R_2tG7XdNLTBNifIP,6,6,2,6,7,2,7,1,7,1,2,6,7,2,6, ,yes,2,1,Inconsistent,7,4,7,6,5,36,2,1,2,6,2,1,36,5,1,1,1,1,2, , , , , ,6.166666667,1.055015893,6,6,7,7,6,7,4,7,6,5,0
R_2thWtDbEmkFpjkp,7,7,1,5,6,4,6,2,7,3,5,6,3,6,6, ,yes,5,2,Inconsistent, , , , , ,43,2,1,2,6,2,1,43,2,1,1,1,1,2,6,4,3,5,2,5.083333333,-0.046392999,5,4,6,5,2,6,4,3,5,2,0
R_2TMnUN44lV1CItd,5,5,4,2,2,6,6,6,3,2,3,2,1,6,2, ,yes,2,1,Consistent, , , , , ,24,1,1,2,6,2,1,24,5,1,1,1,1,2,7,1,7,6,6,2.75,1.559298639,6,2,2,6,2,7,7,7,6,6,1
R_2TpEf4qtZ7V7qbu,3,5,4,6,6,5,5,4,4,4,5,6,2,2,5, ,yes,5,3, , , , , , ,29,1,1,1,6,2,1,29,5,1,1,1,1,2,4,5,4,3,3,4.666666667, , ,3,4,4,6, , , , , , 
R_2TpfPENtkW0TvDI,2,2,6,6,6,2,7,2,7,1,4,6,7,2,6, ,yes,2,1,Consistent, , , , , ,44,2,1,2,6,2,1,44,4,2,1,1,1,2,6,2,6,5,5,6.166666667,0.946162869,6,6,6,7,6,6,6,6,5,5,1
R_2tsWEdMlGigTmmn,6,6,4,4,4,4,7,4,1,4,3,3,6,5,6, ,yes,3,3, , , , , , ,31,1,1,2,6,2,1,31,5,1,1,1,1,2,5,5,4,2,4,4.083333333, , ,4,4,4,3, , , , , , 
R_2TvfzPf5kjl6aSd,5,6,3,6,5,2,5,3,6,4,4,5,5,3,6, ,yes,3,1,Consistent, , , , , ,27,1,1,2,6,2,2,27,6,1,1,1,1,2,5,5,4,4,5,5.166666667,0.110207113,5,6,5,4,5,5,3,4,4,5,1
R_2twXMm2zWkLcSKH,6,6,3,6,7,2,7,1,7,1,4,7,7,1,6, ,yes,5,2,Inconsistent, , , , , ,35,2,1,2,6,2,1,35,5,1,1,1,1,2,5,6,6,5,4,6.5,0.209167729,5,6,7,7,7,5,2,6,5,4,0
R_2txtY96YQiSCicv,4,4,3,7,7,4,7,1,7,1,3,3,7,1,4, ,yes,2,1,Inconsistent,4,3,3,1,3,50,2,1,2,6,2,1,50,6,1,1,1,1,2, , , , , ,5.833333333,-0.533287455,6,4,7,7,7,4,5,3,1,3,0
R_2TzasbTrpBFggcF,5,5,2,7,7,5,7,3,7,7,7,6,7,3,7, ,yes,1,1,Inconsistent,3,6,2,2,2,55,1,1,2,6,2,1,55,2,1,1,1,1,2, , , , , ,5.75,-1.12914707,7,3,5,1,5,3,2,2,2,2,0
R_2TznJ1i3c2gYZoY,5,4,3,6,5,5,6,4,5,3,3,6,7,3,5, ,Yes,7,2,Consistent,7,5,7,5,5,32,2,1,2,5,2,1,30,3,1,1,1,2,2, , , , , ,5,0.800777765,7,3,4,5,5,7,3,7,5,5,1
R_2U5evl4SFOhCyST,6,7,1,2,6,5,4,3,5,4,1,2,6,5,4, ,yes,7,2,Consistent,7,3,6,6,6,27,2,1,2,6,2,1,27,5,1,1,1,1,2, , , , , ,3.75,1.200595984,7,3,5,4,3,7,5,6,6,6,1
R_2U94ywYdooP8dBN,7,7,1,7,7,5,6,1,5,2,7,7,7,1,7, ,yes,4,3, , , , , , ,29,1,1,2,6,2,1,29,4,1,1,1,1,2,7,1,7,6,6,6.333333333, , ,3,7,6,7, , , , , , 
R_2UaUvWrhmo6bNZx,4,3,5,7,6,5,6,2,6,3,5,6,5,3,6, ,yes,6,2,Inconsistent, , , , , ,27,2,1,2,8,2,1,27,4,1,1,1,1,2,3,6,4,2,2,5.5,-0.902941863,6,3,6,5,5,3,2,4,2,2,0
R_2UbaBxBdGsHei4C,5,6,2,5,4,4,6,4,6,2,4,6,5,3,4, ,yes,6,2,Inconsistent, , , , , ,40,1,1,2,6,2,1,40,5,1,1,1,1,2,2,5,2,2,2,4.916666667,-1.116259414,6,4,4,6,5,2,3,2,2,2,0
R_2Uf4iMRnvYYZcZJ,4,5,4,4,4,4,4,4,4,4,4,4,4,4,4, ,yes,4,2,Consistent,7,6,5,4,3,32,2,1,2,5,2,1,32,3,1,1,1,1,2, , , , , ,4,0.048569092,4,4,4,4,4,7,2,5,4,3,1
R_2uNIAOdBqjm0bu1,4,6,6,7,7,4,6,3,4,4,6,6,2,4,7, ,Yes,2,1,Consistent, , , , , ,40,2,1,2,6,2,1,40,6,1,1,1,1,2,7,1,7,6,6,5.166666667,1.559298639,6,4,5,4,4,7,7,7,6,6,1
R_2uvXJcvlePAzvS8,5,5,2,6,5,6,5,6,5,6,5,5,5,5,6, ,yes,3,1,Inconsistent,5,6,5,3,3,24,2,1,2,6,1,1,22,7,1,1,1,1,2, , , , , ,4.25,-0.302693749,5,2,2,2,3,5,2,5,3,3,0
R_2UXy8zYvVJgzH2M,2,3,3,3,2,3,4,2,3,2,3,4,6,5,5, ,yes,5,2,Consistent,4,2,3,2,4,34,1,1,2,6,2,1,34,6,1,1,1,1,2, , , , , ,4.166666667,-0.143166657,5,5,6,6,3,4,6,3,2,4,1
R_2v1HmcQ5kpBgZJ3,6,5,2,5,4,5,5,3,5,3,3,3,3,5,3, ,yes,6,2,Consistent,6,3,5,5,5,56,2,1,2,6,2,1,54,5,1,1,1,1,2, , , , , ,3.916666667,0.71026024,6,3,5,5,3,6,5,5,5,5,1
R_2V1k5rGLDFHM4rb,4,5,3,3,4,5,4,3,4,4,5,4,5,3,3, ,yes,7,2,Inconsistent, , , , , ,59,2,1,2,6,2,1,59,7,1,1,1,1,2,2,6,2,4,4,4.083333333,-0.704417896,7,3,5,4,5,2,2,2,4,4,0
R_2V1n1exjTnYerFs,5,5,3,5,4,5,4,3,5,6,5,5,6,2,4, ,yes,6,2,Consistent,6,2,6,5,5,39,1,1,2,6,2,1,39,7,1,1,1,1,2, , , , , ,4.5,0.946162869,6,3,5,2,6,6,6,6,5,5,1
R_2v1x0CGSxknMUzk,5,5,3,6,6,3,6,5,6,2,5,5,6,3,6, ,yes,2,1,Consistent, , , , , ,33,2,1,2,6,2,1,33,5,1,1,1,1,2,6,2,6,5,5,5.416666667,0.946162869,6,5,3,6,5,6,6,6,5,5,1
R_2V46HEg33orMkfM,7,7,1,3,5,3,7,2,7,4,1,2,7,6,3, ,yes,1,1,Inconsistent,2,4,3,2,2,44,1,1,2,6,2,1,44,2,1,1,1,1,2, , , , , ,4.333333333,-0.880356785,7,5,6,4,2,2,4,3,2,2,0
R_2V4TEoQWqJzFL6K,5,3,2,6,6,3,5,2,5,3,2,5,5,4,5, ,yes,3,3, ,4,4,5,4,4,31,2,1,2,6,2,1,31,5,1,2,1,1,2, , , , , ,4.916666667, , ,5,6,5,4,4,4,5,4,4, 
R_2v5PLxX4cvHvOYU,4,7,1,7,6,4,7,6,6,6,6,6,5,5,5,5,I th,4,3, ,3,3,3,4,5,27,1,1,2,2,2,1,14,4,1,1,1,1,2, , , , , ,4.916666667, , ,4,2,2,3,3,5,3,4,5, 
R_2v7dArQ4M33nGIO,5,3,5,6,5,4,5,6,5,4,5,2,4,5,4,6,YES,5,2,Consistent,5,6,5,3,2,29,1,1,1,6,1,1,29,4,1,1,1,1,1, , , , , ,4.083333333,-0.438576418,5,4,2,4,3,5,2,5,3,2,1
R_2v85KlAm2fCWN3C,7,7,1,7,7,5,7,2,7,1,7,7,7,1,7, ,yes,4,3, , , , , , ,37,1,1,1,8,2,1,37,7,1,1,1,1,2,3,7,4,3,2,6.583333333, , ,3,6,7,7, , , , , , 
R_2VDrZQckuWdTRI0,5,5,3,6,6,1,6,1,7,2,6,6,6,3,5, ,yes,3,1,Inconsistent,5,4,6,5,5,35,1,1,2,6,2,1,35,5,1,1,1,1,2, , , , , ,6.083333333,0.590650448,5,7,7,6,5,5,4,6,5,5,0
R_2VEcZM9JN709hPX,5,5,3,5,6,4,7,2,7,3,6,7,7,2,6, ,yes,2,1,Inconsistent,7,2,5,5,5,64,1,1,2,6,2,1,64,5,1,1,1,1,2, , , , , ,6,0.942972635,6,4,6,5,6,7,6,5,5,5,0
R_2VHLKKqEXbFM8DZ,3,5,3,7,7,2,7,2,7,5,3,7,5,5,7, ,yes,6,2,Inconsistent, , , , , ,26,2,1,1,7,2,1,26,6,1,1,1,1,2,3,5,2,2,2,5.666666667,-1.006347044,6,6,6,3,3,3,3,2,2,2,0
R_2VknoD1IvHXTcnk,5,6,2,3,5,6,4,5,1,7,2,1,1,7,1, ,yes,7,3, , , , , , ,23,2,1,2,6,2,1,23,5,1,1,1,1,2,5,7,5,3,3,2.083333333, , ,2,3,1,1, , , , , , 
R_2vkzSGvoLo2V2jO,7,6,2,7,7,3,6,2,6,3,5,6,6,1,6, ,yes,6,2,Inconsistent, , , , , ,32,1,1,1,7,2,1,32,3,1,1,1,1,2,3,4,5,4,4,6,-0.009597665,6,5,6,5,7,3,4,5,4,4,0
R_2VlHsaUJ2z30lPZ,4,5,3,6,6,3,7,2,6,6,4,6,6,3,5, ,yes,6,2,Consistent,7,3,3,5,5,34,2,1,2,5,2,1,34,5,1,1,1,1,2, , , , , ,5.333333333,0.593967402,6,5,6,2,5,7,5,3,5,5,1
R_2VOX6SxI53E0xzz,7,7,1,5,5,6,5,5,4,5,3,3,5,5,3, ,yes,7,2,Consistent,7,7,7,6,6,37,2,1,2,6,2,1,37,4,1,1,1,1,2, , , , , ,3.666666667,0.822498485,7,2,3,3,3,7,1,7,6,6,1
R_2Vyge9gOEfhhoEb,5,5,2,5,5,2,5,4,3,5,3,5,5,5,5, ,yes,2,1,Consistent, , , , , ,23,2,1,2,6,2,1,23,4,1,1,1,1,2,5,5,5,5,5,4.333333333,0.354747819,6,6,4,3,3,5,3,5,5,5,1
R_2vYZGuTTI8FUlzx,5,5,3,5,5,5,6,3,5,3,3,5,6,3,5, ,yes,6,2,Consistent,6,2,6,5,5,56,2,1,2,6,2,1,56,5,1,1,1,1,2, , , , , ,4.833333333,0.946162869,6,3,5,5,5,6,6,6,5,5,1
R_2w5Y9pKedquoCUo,5,5,4,5,6,4,6,3,6,3,3,5,6,3,5, ,yes,2,1,Consistent, , , , , ,69,2,1,2,7,2,1,69,4,1,1,1,1,2,6,3,5,5,5,5.083333333,0.71026024,6,4,5,5,5,6,5,5,5,5,1
R_2wbmEVz4x5nIbmE,5,5,3,3,4,5,6,2,6,6,3,5,6,4,3, ,yes,3,2,Inconsistent, , , , , ,30,2,1,2,6,2,1,31,3,1,1,1,2,2,5,4,4,4,3,4.25,-0.038758199,3,3,6,2,4,5,4,4,4,3,0
R_2WHhznOKHce2yXr,5,5,3,6,6,3,7,2,6,6,2,4,3,3,3, ,yes,3,1,Consistent, , , , , ,57,2,1,2,6,2,1,57,6,1,1,1,1,2,7,1,7,6,6,4.583333333,1.559298639,5,5,6,2,5,7,7,7,6,6,1
R_2WHK6H07YYa0L44,6,6,2,4,5,5,4,5,4,5,2,5,2,5,5, ,yes,7,2,Inconsistent, , , , , ,28,1,1,2,6,2,1,28,6,1,1,1,1,2,2,5,1,1,2,3.583333333,-1.36080012,7,3,3,3,3,2,3,1,1,2,0
R_2wid9JXL74kgw2m,5,5,2,6,6,3,6,2,6,2,6,7,6,1,6, ,yes,1,1,Inconsistent,1,1,1,1,2,31,2,1,2,6,2,1,31,5,1,1,1,1,2, , , , , ,6.083333333,-0.979512387,7,5,6,6,7,1,7,1,1,2,0
R_2wnr2gAUCYMFKuw,6,6,1,6,6,4,6,2,6,5,6,5,6,4,6, ,yes,5,1,Inconsistent,6,2,5,5,5,32,2,1,2,6,2,1,32,5,1,1,1,1,2, , , , , ,5.333333333,0.833060265,3,4,6,3,4,6,6,5,5,5,0
R_2WOI0URAqD0OcUR,5,5,3,7,7,1,7,1,7,1,7,7,7,1,7, ,yes,1,1,Consistent, , , , , ,52,1,1,2,6,2,1,52,6,1,1,1,1,2,6,4,6,5,5,7,0.700562818,7,7,7,7,7,6,4,6,5,5,1
R_2WOTL4ApfLonbdM,3,4,4,6,7,4,5,4,5,4,5,5,5,4,5, ,YES,7,2,Inconsistent, , , , , ,58,2,1,2,6,2,1,58,7,1,1,1,1,2,1,4,2,1,1,4.916666667,-1.370692529,7,4,4,4,4,1,4,2,1,1,0
R_2wRiOopHcjOF0P6,6,5,3,5,6,2,7,1,7,1,3,6,6,5,6, ,yes,2,1,Inconsistent,1,3,1,1,1,33,2,1,2,6,2,1,33,5,1,1,1,1,2, , , , , ,5.75,-1.360995107,6,6,7,7,3,1,5,1,1,1,0
R_2wRM660wMgDqU29,5,6,5,7,7,4,7,2,7,4,1,6,5,7,7, ,yes,6,2,Inconsistent, , , , , ,26,2,1,2,6,2,1,26,4,1,2,1,1,2,4,4,4,2,4,5.166666667,-0.275664105,6,4,6,4,1,4,4,4,2,4,0
R_2WU4xooNdWzrX7A,5,6,2,1,5,6,6,5,6,2,2,6,6,5,2, ,yes,6,2,Consistent,7,3,7,5,5,27,1,1,2,6,2,1,26,6,1,1,1,1,2, , , , , ,4,1.046377816,6,2,3,6,3,7,5,7,5,5,1
R_2Wv4o9cnQn4AAZg,5,6,2,5,5,4,5,3,5,4,3,5,5,4,6, ,yes,3,1,Inconsistent,4,5,4,3,3,29,2,1,2,6,2,1,29,2,1,1,1,1,2, , , , , ,4.666666667,-0.402908697,5,4,5,4,4,4,3,4,3,3,0
R_2WVyjHzZV6lX4pc,3,4,5,7,7,2,6,1,6,1,6,7,6,1,7, ,yes,7,2,Consistent,7,5,7,5,5,27,2,1,2,5,2,1,27,1,1,1,1,1,2, , , , , ,6.583333333,0.800777765,7,6,7,7,7,7,3,7,5,5,1
R_2wzZHV9ETh8fVDV,7,7,2,7,6,5,7,5,7,1,4,7,7,4,5, ,yes,3,1,Inconsistent,3,6,6,2,2,60,1,1,2,6,2,1,60,3,1,1,1,1,2, , , , , ,5.583333333,-0.676736656,5,3,3,7,4,3,2,6,2,2,0
R_2X4B2pwPGAFpgdS,4,5,3,5,5,3,6,3,5,3,3,6,5,4,5, ,yes,7,2,Inconsistent, , , , , ,65,2,1,2,6,2,1,65,7,1,1,1,1,2,4,4,4,2,3,4.916666667,-0.411546774,7,5,5,5,4,4,4,4,2,3,0
R_2xAhtWdahQyuUTB,4,5,3,7,6,4,7,1,7,1,1,4,7,5,5, ,yes,5,2,Inconsistent, , , , , ,43,2,1,2,6,2,1,43,7,1,1,1,1,2,7,1,5,6,4,5.416666667,1.061328094,5,4,7,7,3,7,7,5,6,4,0
R_2xDgTcvnFbAzw8u,2,3,5,7,7,3,4,1,3,7,6,3,5,3,7, ,yes,5,2,Inconsistent, , , , , ,25,1,1,2,6,2,1,25,3,1,1,1,1,2,7,3,7,6,6,5,1.313698588,5,5,7,1,5,7,5,7,6,6,0
R_2xIQOSbN9vS75VQ,6,6,2,3,5,6,4,3,3,4,5,5,3,3,4, ,yes,2,1,Inconsistent,2,5,5,2,2,28,2,1,2,8,2,1,28,5,1,1,1,1,2, , , , , ,4,-0.776951603,6,2,5,4,5,2,3,5,2,2,0
R_2xJIkA3p9rJOH0R,7,6,1,7,5,2,5,4,2,4,2,5,3,2,4, ,Yes,5,1,Inconsistent,5,4,3,1,2,34,1,1,1,6,2,1,34,6,1,1,1,1,2, , , , , ,4.416666667,-0.68205778,3,6,4,4,6,5,4,3,1,2,0
R_2xLRZYRDxLfZ2yA,7,7,2,7,7,4,6,2,6,6,4,5,5,4,6, ,yes,6,2,Consistent,7,4,1,5,5,59,2,1,2,6,2,1,59,7,1,1,1,1,2, , , , , ,5.166666667,0.24496217,6,4,6,2,4,7,4,1,5,5,1
R_2XoeLSbQRvcmn5A,5,5,3,5,6,2,5,2,6,2,3,6,6,4,6, ,yes,7,2,Inconsistent, , , , , ,63,2,1,2,6,2,1,63,5,1,1,1,1,2,3,4,2,2,2,5.416666667,-0.883547019,7,6,6,6,4,3,4,2,2,2,0
R_2xQdi9VCLXWnjFE,4,3,4,4,5,4,4,3,5,3,4,5,4,4,5, ,yes,4,2,Consistent,4,4,5,3,4,30,2,1,3,6,2,1,30,4,1,1,1,1,2, , , , , ,4.5,-0.031123399,4,4,5,5,4,4,4,5,3,4,1
